logistic_regression,knn,decision_tree,random_forest,ada_boost,gradient_boost,xgboost,cat_boost,extra_trees,lgbm,voting
0.5831527019956648,0.7661260183870244,0.9332536063980865,0.8905000373720009,0.9328051423873234,0.7628372823080948,0.9561252709470065,0.9914791837955004,0.8881829733163914,0.9294416623065999,0.9646002852109722
0.578534228998415,0.7667748509321458,0.9252019020303419,0.8887463204770172,0.9243716506906181,0.7603592723979168,0.9568269303343648,0.9883010038493472,0.8877651143482527,0.9468639142576798,0.9635377345301009
0.5837793020275872,0.7741011532373558,0.9311072586115927,0.8883696389537952,0.9321625084796864,0.7833722770784654,0.9509308811336399,0.9891460013567498,0.8867113891610764,0.9329916333760458,0.965103598691385
0.5740893728877207,0.7621479534359744,0.9324070597070973,0.8874202027788208,0.9325572662410815,0.7987983477281262,0.9571160345475028,0.9891100262861434,0.8850920015020654,0.9255726624108148,0.9644884377708806
0.5761535015678662,0.7600418097655667,0.9285500970583843,0.8861430491264746,0.9276541735105271,0.7339853665820517,0.9535612961027325,0.9870837688517247,0.8838285799611767,0.9431835150067194,0.9620557559488857
0.5795497327008509,0.767412092462917,0.9299751524734583,0.8865296287930126,0.9315563587079286,0.7788570137790829,0.952262630825992,0.9894586251035313,0.8850990136284919,0.9393870943453053,0.9641808573106283
0.574159425765017,0.7655459010200226,0.9364563656970155,0.8932376275028334,0.9367585946354363,0.7889686437476389,0.9551190026445032,0.9890442009822441,0.8885530789573102,0.9500566679259539,0.9665576154125772
0.5792366182338328,0.7663178498833095,0.927651885869156,0.8888052397801701,0.9290070014303997,0.7896559512158398,0.951215839795227,0.9864488443875631,0.8833094933373485,0.94007377851389,0.9649078656712244
0.5705895640388525,0.7650026353437241,0.9250056471651231,0.8866049243279873,0.9234244409306528,0.7840524056923425,0.9557262254348318,0.9889315563587079,0.8891649725171298,0.9374294104359612,0.9652434079914995
0.5750416477358776,0.7681356958958049,0.9331364531273664,0.8920945024988641,0.9321520520975314,0.7871422080872331,0.9585037104346509,0.9875814023928517,0.8893684688777829,0.9439648644555505,0.9657467214719123
