logistic_regression,knn,decision_tree,random_forest,ada_boost,gradient_boost,xgboost,cat_boost,extra_trees,lgbm,voting
0.8647749944579916,0.932326723667455,0.9283961632835155,0.9844653776235333,0.9278810408921933,0.9768376722817764,0.9996092834258029,0.9992467043314501,0.9817415730337079,0.9472120658135283,0.9981083970721276
0.8728080163971761,0.9234615034996818,0.9204084697402012,0.9847787906665552,0.9245112100853023,0.9763520062027524,0.9988968560397132,0.9984749123074577,0.9807387642791628,0.9588779331957502,0.9985808498205192
0.8673983648784859,0.9336363636363636,0.9274024024024023,0.9856163237999666,0.9278961584633854,0.981026996413064,0.9988124455704219,0.9984782774100281,0.9828724204194168,0.9628938156359393,0.9981762413993203
0.8813559322033898,0.9269272926561929,0.9327573253193088,0.9858167862506257,0.9318574108818011,0.9874663448147805,0.9991375931007448,0.9991654654426827,0.981102231102231,0.9663608562691132,0.9986751676740913
0.8682493249324933,0.9295954707332663,0.9292438732815301,0.9862068965517241,0.9297366058066447,0.970675355450237,0.9994522263087878,0.998942198715527,0.9830592924763328,0.9498496240601504,0.9985916659763069
0.8690301456475105,0.9264612307972002,0.9233702153110048,0.9823126981478392,0.924456399910334,0.9835504421412951,0.9994468152362889,0.9990117074654098,0.9807275154346737,0.9181630850750663,0.9986702127659575
0.8744533947065593,0.9304803012214161,0.9337049871930089,0.9828732956434985,0.9336546426688757,0.98028539241457,0.9990516083142338,0.9987029831387808,0.9780439121756487,0.9529367184539599,0.9987571464081532
0.8681033510098161,0.9296739428258288,0.9312273276904474,0.985311300283759,0.9317426759287224,0.9840510366826156,0.9992881999367289,0.9990850171559283,0.9818410041841004,0.9464867732888653,0.9992528640212519
0.8762719703977798,0.9312557286892759,0.9301885363822215,0.9836270988221535,0.9301478953356086,0.9774711348915799,0.9995275218521144,0.9994673160337874,0.980651054642086,0.9427532939572921,0.9982615894039735
0.8776147001040102,0.926731226018637,0.9272385252069225,0.9859402460456942,0.9260513051982247,0.9869920243068743,0.9992894923817794,0.9990042129452317,0.9826807228915663,0.9532038538002753,0.9989172982426917
0.870697463768116,0.9252743266527614,0.9279183981866264,0.9852088410790822,0.9289927404718693,0.9798364616242334,0.9992879746835444,0.999236641221374,0.9802840434419382,0.9626750808065261,0.99859259872506
0.8621415125678219,0.9297658862876255,0.9289370224760775,0.9856707568146257,0.9293409614384427,0.9806813856109631,0.9992174661554112,0.9993951308029638,0.9825258799171843,0.9602508879316859,0.9992585269401878
0.8683242278960865,0.9296695203903157,0.9239967117554742,0.9842355492534823,0.9271691892701933,0.9763291377043021,0.9988963342530548,0.9984027989047763,0.9800870147255689,0.9221857923497268,0.997932004301431
0.8732362051164392,0.925628974288084,0.93348588863463,0.9850821744627054,0.9324138982017678,0.9851837598614586,0.9992033776786425,0.9989322757779133,0.9815629228687416,0.9449088145896657,0.9989946380697051
0.8735526768313654,0.9251906993842478,0.9310631857737419,0.9823887822385443,0.9338956006382494,0.9713150499079368,0.9985744832501782,0.9987772258311043,0.9800770132261845,0.9596705260704017,0.9985804943219773
0.8563616071428571,0.9234937545922116,0.9296021989768649,0.9874501823115407,0.9298633900633443,0.9818840579710145,0.9992029967322866,0.99907421694183,0.9831954061813882,0.9428226597269367,0.9980636470786328
0.8563841557866785,0.9251793335149369,0.9316135865042742,0.9862565993463505,0.9313317704000605,0.978836987607245,0.9992878056500751,0.9985595147839272,0.9794314381270903,0.9428184485742231,0.9988365328679465
0.8534435861168534,0.9280843713064824,0.9313097838367101,0.9835860689885019,0.9329608938547486,0.9812206572769953,0.9991330390920555,0.9988585343581158,0.977940564388579,0.9749228395061729,0.9992585880220776
0.8633206363432668,0.9303222252822914,0.9318284765212139,0.9848790322580645,0.9345553703984245,0.9629446150797583,0.9986601513240857,0.9984051036682615,0.979993303197723,0.9816005142214366,0.9985781197724992
