logistic_regression,knn,decision_tree,random_forest,ada_boost,gradient_boost,xgboost,cat_boost,extra_trees,lgbm,voting
0.007979631423950195,4.132921934127808,0.01668524742126465,0.6941885948181152,0.015957117080688477,0.056847572326660156,0.0468754768371582,0.020648479461669922,0.8866424560546875,0.05285906791687012,6.106689453125
0.006944179534912109,4.935816764831543,0.012959003448486328,0.7331137657165527,0.015952110290527344,0.05686306953430176,0.04787182807922363,0.017949581146240234,0.8846211433410645,0.04487895965576172,6.181414604187012
0.007977962493896484,4.7891929149627686,0.013008594512939453,0.7430124282836914,0.020946264266967773,0.05984854698181152,0.04787087440490723,0.021948575973510742,0.9504542350769043,0.04787158966064453,6.526673793792725
0.00797891616821289,4.818055868148804,0.013962507247924805,0.7460033893585205,0.014945745468139648,0.059833526611328125,0.03889608383178711,0.019945383071899414,0.9465091228485107,0.05385589599609375,6.512558221817017
0.006982326507568359,4.780167579650879,0.013943910598754883,0.752985954284668,0.016948699951171875,0.05880403518676758,0.05684828758239746,0.013962030410766602,0.9444668292999268,0.05285811424255371,6.472943544387817
0.00701451301574707,4.753250360488892,0.013962507247924805,0.7610127925872803,0.01692795753479004,0.059877872467041016,0.05984020233154297,0.015957117080688477,0.9524500370025635,0.04687380790710449,6.5145649909973145
0.006983757019042969,4.647584438323975,0.012959480285644531,0.7469997406005859,0.016950130462646484,0.05983924865722656,0.039893388748168945,0.031911611557006836,0.9444706439971924,0.050864219665527344,7.166454792022705
0.006979942321777344,5.427483081817627,0.013960599899291992,0.7460026741027832,0.01794743537902832,0.05883979797363281,0.05285906791687012,0.018948078155517578,0.9445152282714844,0.05186057090759277,7.250649929046631
0.006983757019042969,5.275884628295898,0.01495814323425293,0.7499921321868896,0.01795172691345215,0.059839487075805664,0.05186128616333008,0.01894831657409668,0.937448263168335,0.05285835266113281,7.315375089645386
0.0069408416748046875,5.258925199508667,0.013962507247924805,0.7519876956939697,0.016954898834228516,0.05689215660095215,0.053856849670410156,0.01795053482055664,0.9434731006622314,0.04787158966064453,7.2286529541015625
0.006981611251831055,5.278834581375122,0.013961553573608398,0.7479984760284424,0.0169527530670166,0.057886600494384766,0.05285906791687012,0.012964487075805664,0.9385318756103516,0.04986691474914551,7.335412979125977
0.006982564926147461,5.305752992630005,0.013962507247924805,0.7509894371032715,0.01695561408996582,0.05884146690368652,0.05086326599121094,0.016952991485595703,0.9434311389923096,0.043882131576538086,7.332335472106934
